Niu,CodigoConexion,TipoConexion,NivelTension,NivelTensionPrimario,PorcentajePropiedadActivo,ConexionRed,IdComercializador,IdMercado,GrupoCalidad,CodigoFronteraComercial,CodigoCircuito,CodigoTransformador,CodigoDane,Ubicacion,Direccion,CondicionesEspeciales,TipoAreaEspecial,CodigoAreaEspecial,Estrato,Altitud,Longitud,Latitud,AutoGenerador,ExportaEnergia,CapacidadAutogeneradorKW,TipoGeneracion,CodigoFronteraAutogeneracion,FechaEntradaOperacion,ContratoRespaldo,CapacidadContratoRespaldo
055410007000120301,800118,2,1,2,100,2,62371,704,12,FRT51748,,800118,05001000,2,CL 50 CR 47 -12 (INTERIOR 301 ),0,0,0,8,1502,-75.5693817,6.2451539,3,,,,,,,
190149100760725000,426210,2,1,2,100,1,62371,704,22,FRT51751,,426210,05148000,2,RURAL_190149100285000000_190149100285000000,0,0,0,2,2174,-75.32879699,6.068392421,3,,,,,,,
051327000100120000,838652,2,1,2,0,1,62371,704,12,FRT50084,,838652,05001000,2,CR 37 CL 10 A -12,0,0,0,8,1493,-75.56615463,6.210147275,3,,,,,,,
051310207000290000,840970,2,2,3,101,1,62371,704,12,FRT50010,,840970,05001000,2,CL 10 B CR 37 -29,0,0,0,8,1493,-75.56653251,6.210486626,3,,,,,,,
040423107001702007,812423,2,1,2,0,2,62371,704,12,FRT65659,,812423,05001000,2,CR 43 A CL 7 SUR -170 (INTERIOR 2007 ),0,0,0,8,1493,-75.57399158,6.19566205,3,,,,,,,
023428002201390384,137269,2,1,2,0,1,62371,704,12,FRT56425,,137269,05266000,2,CR 48 CL 32 B SUR -139 (INTERIOR 384 ),0,0,0,8,1555,-75.59156452,6.17692842,3,,,,,,,
052423005101270000,47630,2,1,2,100,1,62371,704,12,FRT56336,,47630,05001000,2,CR 43 CL 25 A -127,0,0,0,7,1502,-75.56837109,6.225587774,3,,,,,,,
023428002201390221,838859,2,1,2,0,1,62371,704,12,FRT60457,,838859,05266000,2,CR 48 CL 32 B SUR -139 (INTERIOR 221 ),0,0,0,8,1555,-75.5919795,6.17647093,3,,,,,,,
056522005000910250,829924,2,1,2,100,2,62371,704,12,FRT60754,,829924,05001000,2,CR 52 CL 65 -91 (INTERIOR 250 ),0,0,0,8,1465,-75.56721002,6.264103896,3,,,,,,,
053755009000600201,811734,2,1,2,0,1,62371,704,12,FRT54537,,811734,05001000,2,CIRC 75 TRAN 39 -60 (INTERIOR 201 ),0,0,0,8,1555,-75.59623209,6.246170428,3,,,,,,,
054518001100220000,814745,2,2,3,101,2,62371,704,12,FRT18755,,814745,05001000,2,CL 48 CR 51 A -22,0,0,0,8,1465,-75.56978546,6.248559062,3,,,,,,,
953799203000090000,46069,2,1,2,0,1,62371,704,12,FRT02698,,46069,05001000,2,TV 39B N 73 09,0,0,0,8,1555,-75.59392724,6.243393252,3,,,,,,,
023428002201390323,137269,2,1,2,0,1,62371,704,12,FRT50423,,137269,05266000,2,CR 48 CL 32 B SUR -139 (INTERIOR 323 ),0,0,0,8,1555,-75.59156452,6.17692842,3,,,,,,,
917427408300420000,46464,2,2,3,101,2,62371,704,23,FRT08224,,46464,05631000,2,CR 47D CL 78C SUR 42,0,0,0,7,1644,-75.62480949,6.149236444,1,1,100.00,1,AGPE0001,23-01-2026,2,
050212000000500002,839836,2,2,3,101,2,62371,704,12,FRT32505,,839836,05001000,2,CL 2 CR 20 -50 (INTERIOR 2 ),0,0,0,7,1600,-75.5561019,6.197790151,3,,,,,,,
051324000000250000,813386,2,1,2,100,2,62371,704,12,FRT90265,,813386,05001000,2,CR 34 CL 10 -25,0,0,0,8,1493,-75.56564571,6.209165672,3,,,,,,,
017428006400520139,824240,2,2,3,101,2,62371,704,23,FRT30453,,824240,05631000,2,CR 48 CL 76 D SUR -52 (INTERIOR 139 ),0,0,0,7,1644,-75.6237736,6.151552014,3,,,,,,,
055711003001200000,40598,2,1,2,100,1,62371,704,12,FRT43647,,40598,05001000,2,CL 51 CR 73 -120,0,0,0,8,1465,-75.58992927,6.26108427,1,2,36.00,1,AGPE0001,25-01-2023,2,
051522004000300154,59971,2,1,2,0,2,62371,704,12,FRT49493,,59971,05001000,2,CR 52 CL 14 -30 (INTERIOR 154 ),0,0,0,8,1493,-75.57957213,6.21911947,3,,,,,,,
022425109000260000,865840,2,1,2,100,1,62371,704,12,FRT64475,,865840,05266000,2,CR 45 A CL 29 SUR -26,0,0,0,8,,-75.58649314,6.177692335,3,,,,,,,
051522004000300156,59971,2,1,2,0,2,62371,704,12,FRT49495,,59971,05001000,2,CR 52 CL 14 -30 (INTERIOR 156 ),0,0,0,8,1493,-75.57957213,6.21911947,3,,,,,,,
901000000000000445,824642,2,2,3,101,1,62371,704,33,FRT23927,,824642,05030000,1,VDA LA PLANTA,0,0,0,7,1295,-75.69587654,6.044454034,3,,,,,,,
023227005001800000,816757,2,2,3,101,1,62371,704,12,FRT89194,,816757,05266000,2,CR 27 CL 35 SUR -180,0,0,0,7,1532,-75.56904612,6.167240609,3,,,,,,,
023216407101050340,815583,2,1,2,100,2,62371,704,12,FRT24052,,815583,05266000,2,CL 36 D SUR CR 27 A -105 (INTERIOR 340 ),0,0,0,8,1532,-75.57365557,6.163949035,3,,,,,,,
178021209900000000,813448,2,2,3,101,2,62371,704,32,FRT24341,,813448,05079000,1,RURAL_178021209900000000_178021209900000000,0,0,0,7,1299,-75.2824569,6.473965404,3,,,,,,,
159084350000000119,813415,2,1,2,0,1,62371,704,33,FRT83747,,813415,05380000,1,RURAL_159084350000000119_CL 100 SR 49 95,0,0,0,7,1743,-75.63223668,6.120159392,3,,,,,,,
057611005001509425,816853,2,2,3,101,2,62371,704,12,FRT29733,,816853,05001000,2,CL 71 CR 65 -150 (INTERIOR 9425 ),0,0,0,8,1710,-75.57710084,6.271454703,3,,,,,,,
177000564000000111,847614,2,1,2,0,1,62371,704,32,FRT60502,,847614,05308000,1,RURAL_177000564000000111_AUT NORTE KM 2,0,0,0,8,1905,-75.44732404,6.38889536,3,,,,,,,
053810102100263188,814919,2,1,2,0,2,62371,704,12,FRT76490,,814919,05001000,2,CL 30 A CR 82 A -26 (INTERIOR 3188 ),0,0,0,8,1555,-75.60497713,6.233961903,3,,,,,,,
055410007000120201,800118,2,1,2,100,2,62371,704,12,FRT51747,,800118,05001000,2,CL 50 CR 47 -12 (INTERIOR 201 ),0,0,0,8,1502,-75.5693817,6.2451539,3,,,,,,,
190617200615100000,842193,2,2,3,101,1,62371,704,32,FRT39848,,842193,05615000,1,RURAL_190617200615100000_EURO LOCAL 174 MALL,0,0,0,8,2109,-75.42115018,6.123074562,3,,,,,,,
050720001001419801,843051,2,2,3,101,1,62371,704,12,FRT39854,,843051,05001000,2,CR 70 CL 1 -141 (INTERIOR 9801 ),0,0,0,8,1493,-75.59474369,6.212065112,3,,,,,,,
190439100004830000,935507,2,1,2,0,1,62371,704,22,FRT51741,,935507,05440000,2,RURAL_190439100004830000_CR 31N 29 10 LOCAL 103,0,0,0,8,2137,-75.33524177,6.173028423,3,,,,,,,
055427000000010000,800114,2,1,2,100,2,62371,704,12,FRT51744,,800114,05001000,2,CR 47 CL 50 -1,0,0,0,8,1502,-75.56513695,6.248167803,3,,,,,,,
055427000000130000,800045,2,1,2,100,2,62371,704,12,FRT51754,,800045,05001000,2,CR 47 CL 50 -13,0,0,0,8,1502,-75.56558964,6.249729366,3,,,,,,,
190439100498840000,228210,2,1,2,100,1,62371,704,22,FRT51742,,228210,05440000,2,RURAL_190439100498840000_CRA 31 NRO 29-25,0,0,0,8,2137,-75.33523952,6.1732052,3,,,,,,,
053414003000661470,31840,2,1,2,0,2,62371,704,12,FRT51645,,31840,05001000,2,CL 34 CR 43 -66 (INTERIOR 1470 ),0,0,0,8,1502,-75.56861268,6.234142187,3,,,,,,,
055712003001270000,804062,2,1,2,100,1,62371,704,12,FRT51648,,804062,05001000,2,CL 52 CR 73 -127,0,0,0,8,1465,-75.58888341,6.261444856,3,,,,,,,
190615100006200000,200582,2,1,2,100,1,62371,704,22,FRT51635,,200582,05615000,2,CR 46 CL 54 -55,0,0,0,8,2109,-75.37032124,6.156898778,3,,,,,,,
053626204100760136,38390,2,1,2,0,2,62371,704,12,FRT51637,,38390,05001000,2,CR 66 B CL 34 A -76 (INTERIOR 136 ),0,0,0,8,1465,-75.58764708,6.240704227,3,,,,,,,
053423104000950270,22384,2,1,2,0,2,62371,704,12,FRT51646,,22384,05001000,2,CR 43 A CL 34 -95 (INTERIOR 270 ),0,0,0,8,1502,-75.5707956,6.234848293,3,,,,,,,
055712003001130000,804062,2,1,2,100,1,62371,704,12,FRT51688,,804062,05001000,2,CL 52 CR 73 -113,0,0,0,8,1465,-75.58888341,6.261444856,3,,,,,,,
054427008000650101,815867,2,1,2,100,2,62371,704,12,FRT92095,,815867,05001000,2,CR 47 CL 48 -65 (INTERIOR 101 ),0,0,0,8,1570,-75.56675598,6.247553657,3,,,,,,,
078416002001950101,859033,2,1,2,0,1,62371,704,12,FRT75540,,859033,05360000,2,CL 86 CR 42 -195 (INTERIOR 101 ),0,0,0,8,849,-75.58535584,6.19049515,3,,,,,,,
051310106000540000,838652,2,1,2,0,1,62371,704,12,FRT89162,,838652,05001000,2,CL 10 A CR 36 -54,0,0,0,8,1493,-75.56615463,6.210147275,3,,,,,,,
040311202000120001,856177,2,1,2,100,2,62371,704,12,FRT75551,,856177,05001000,2,CL 1 B SUR CR 32 -12 (INTERIOR 1 ),0,0,0,7,972,-75.56556364,6.20032034,3,,,,,,,
053810102100263081,814919,2,1,2,0,2,62371,704,12,FRT57961,,814919,05001000,2,CL 30 A CR 82 A -26 (INTERIOR 3081 ),0,0,0,8,1555,-75.60497713,6.233961903,3,,,,,,,
054219000200600514,837612,2,1,2,50,2,62371,704,12,FRT51522,,837612,05001000,2,CL 49 CR 20 B -60 (INTERIOR 514 ),0,0,0,7,1685,-75.54798614,6.238788385,3,,,,,,,
050720001001410443,842937,2,1,2,50,1,62371,704,12,FRT85318,,842937,05001000,2,CR 70 CL 1 -141 (INTERIOR 443 ),0,0,0,8,1555,-75.59489766,6.212297636,3,,,,,,,
190045100521426000,828851,2,2,3,101,1,62371,704,22,FRT32439,,828851,05045000,2,RURAL_190045100521426133_CC NUESTRO URABA LOC 133,0,0,0,7,35,-76.63318841,7.872986802,3,,,,,,,
054427008000650803,815867,2,1,2,100,2,62371,704,12,FRT43375,,815867,05001000,2,CR 47 CL 48 -65 (INTERIOR 803 ),0,0,0,7,1570,-75.56675598,6.247553657,3,,,,,,,
053810102100261305,801726,2,1,2,0,2,62371,704,12,FRT60315,,801726,05001000,2,CL 30 A CR 82 A -26 (INTERIOR 1305 ),0,0,0,8,1555,-75.60402685,6.232770651,3,,,,,,,
052416103600140000,32348,2,1,2,0,1,62371,704,12,FRT43530,,32348,05001000,2,CL 26 A CR 43 F -14,0,0,0,8,1502,-75.57098564,6.226256197,3,,,,,,,
022425109000260101,4165,2,1,2,100,1,62371,704,12,FRT66861,,4165,05266000,2,CR 45 A CL 29 SUR -26 (INTERIOR 101 ),0,0,0,8,129,-75.58539186,6.179093623,3,,,,,,,
181005042782200000,19123,2,1,2,100,1,62371,704,32,FRT66981,,19123,05541000,1,RURAL_181050427822000000_VDA HORIZONTES,0,0,0,8,,-75.22718806,6.22430223,3,,,,,,,
163000101900160000,51172,2,1,2,0,1,62371,704,12,FRT78455,,51172,05360000,2,CL 85 CR 48 -1 (LC 16 BQ 19 ),0,0,0,8,1493,-75.58871192,6.186884408,3,,,,,,,
023428002201390235,862035,2,2,3,101,2,62371,704,12,FRT72417,,862035,05266000,2,CR 48 CL 32 B SUR -139 (INTERIOR 235 ),0,0,0,8,,-75.59165352,6.176568638,3,,,,,,,
051522004001000435,59971,2,1,2,0,2,62371,704,12,FRT66155,,59971,05001000,2,CRA 52 N 14-100 OLAYA HERRERA TORRESUR LOCAL 155,0,0,0,8,1493,-75.57957213,6.21911947,3,,,,,,,
054219000200600511,837613,2,1,2,50,2,62371,704,12,FRT54411,,837613,05001000,2,CL 49 CR 20 B -60 (INTERIOR 511 ),0,0,0,8,1685,-75.54795999,6.238670734,3,,,,,,,
050821104700400000,825291,2,2,3,101,2,62371,704,12,FRT29462,,825291,05001000,2,CR 81 A CL 4 G -40,0,0,0,7,1555,-75.60582353,6.215537282,3,,,,,,,
054724002000090000,841817,2,1,2,0,1,62371,704,12,FRT76700,,841817,05001000,2,CR 74 CL 42 -9,0,0,0,8,1465,-75.59365158,6.248423716,3,,,,,,,
077417105100460000,36217,2,1,2,0,1,62371,704,12,FRT87853,,36217,05360000,2,CL 77 A CR 45 A -46,0,0,0,7,1493,-75.59186414,6.183973997,3,,,,,,,
055711003001340000,885,2,1,2,100,1,62371,704,12,FRT42615,,885,05001000,2,CL 51 CR 73 -134,0,0,0,8,1465,-75.58983712,6.261052992,1,2,36.00,1,AGPE0001,25-01-2023,2,
052410003701620000,859239,2,1,2,100,2,62371,704,12,FRT87858,,859239,05001000,2,CL 20 CR 43 G -162,0,0,0,8,2129,-75.57318381,6.224639423,3,,,,,,,
055712003001070000,845456,2,1,2,50,1,62371,704,12,FRT49078,,845456,05001000,2,CL 52 CR 73 -107,0,0,0,8,253,-75.58933845,6.261846212,1,1,72.00,1,AGPE0001,09-03-2023,2,
052423005101150000,47803,2,1,2,100,1,62371,704,12,FRT63820,,47803,05001000,2,CR 43 CL 25 A -115,0,0,0,7,1502,-75.56837206,6.225538625,3,,,,,,,
050720001001410501,842937,2,1,2,50,1,62371,704,12,FRT85320,,842937,05001000,2,CR 70 CL 1 -141 (INTERIOR 501),0,0,0,8,1555,-75.59489766,6.212297636,3,,,,,,,
040322004000780103,36572,2,1,2,0,2,62371,704,12,FRT85444,,36572,05001000,2,CR 32 CL 4 SUR -78 (INTERIOR 103 ),0,0,0,8,1600,-75.56533515,6.196637476,3,,,,,,,
051310006000070000,10193,2,1,2,100,1,62371,704,12,FRT85442,,10193,05001000,2,CL 10 CR 36 -7,0,0,0,8,1493,-75.56650373,6.208316924,3,,,,,,,
053520006000350000,55339,2,2,3,101,1,62371,704,12,FRT75044,,55339,05001000,2,CR 50 CL 36 -35,0,0,0,7,1502,-75.57306029,6.237884943,3,,,,,,,
023428002201390108,137441,2,1,2,0,1,62371,704,12,FRT54413,,137441,05266000,2,CR 48 CL 32 B SUR -139 (INTERIOR 108 ),0,0,0,8,1555,-75.59155365,6.176777861,3,,,,,,,
168003500000003053,849524,2,1,2,100,1,62371,704,12,FRT76483,,849524,05088000,2,CR 50 CL 38 A -185 (INTERIOR 3053 ),0,0,0,8,49,-75.55822038,6.326226643,3,,,,,,,
023422009000460000,846289,2,2,3,101,1,62371,704,12,FRT45510,,846289,05266000,2,CR 42 CL 39 SUR -46,0,0,0,8,1560,-75.58843773,6.167591142,3,,,,,,,
095375007000411501,825828,2,1,2,50,2,62371,704,12,FRT85022,,825828,05088000,2,DIAG 55 AVDA 37 -41 (INTERIOR 1501 ),0,0,0,8,1864,-75.54487606,6.339623331,3,,,,,,,
168003500000002430,850102,2,1,2,0,1,62371,704,12,FRT85118,,850102,05088000,2,CR 50 CL 38 A -185 (INTERIOR 2430 ),0,0,0,7,22,-75.56004673,6.324649767,3,,,,,,,
075410008000190101,48047,2,1,2,100,1,62371,704,12,FRT85031,,48047,05360000,2,CL 50 CR 48 -19 (INTERIOR 101 ),0,0,0,8,1532,-75.60914445,6.170474217,3,,,,,,,
168003500000001344,849714,2,1,2,50,1,62371,704,12,FRT60043,,849714,05088000,2,CR 50 CL 38 A -185 (INTERIOR 1344 ),0,0,0,8,1479,-75.55815404,6.326427789,3,,,,,,,
190616200161610000,834142,2,1,2,0,1,62371,704,32,FRT78326,,834142,05615000,1,RURAL_190616100161610000_BODEGA 16,0,0,0,7,2109,-75.36855439,6.167926329,3,,,,,,,
092412402100240000,4363,2,2,3,101,2,62371,704,12,FRT89676,,4363,05088000,2,CL 22 D CR 42 A -24,0,0,0,7,13,-75.55141204,6.31129492,3,,,,,,,
190046200913650010,855601,2,1,2,0,2,62371,704,22,FRT63238,,855601,05045000,2,RURAL_190046200913650010_190046200913650010,0,0,0,8,1507,-76.64218448,7.845858458,1,1,41.40,1,AGPE0001,31-10-2025,2,
190045100075301133,67142,2,1,2,0,2,62371,704,22,FRT63422,,67142,05045000,2,RURAL_190045100075301133_190045100075301133,0,0,0,8,35,-76.6342883,7.885341542,3,,,,,,,
076425107200510000,814281,2,1,2,0,1,62371,704,12,FRT41301,,814281,05360000,2,CR 45 A CL 67 B -51,0,0,0,7,,-75.59604355,6.180102052,3,,,,,,,
076425107200390000,38112,2,2,3,101,1,62371,704,12,FRT41300,,38112,05360000,2,CR 45 A CL 67 B -39,0,0,0,7,1532,-75.59646894,6.179816467,3,,,,,,,
055429000000420000,800117,2,1,2,100,2,62371,704,12,FRT54412,,800117,05001000,2,CR 49 CL 50 -42,0,0,0,8,1502,-75.5688234,6.2472747,3,,,,,,,
